"Fund ID","Fund name","The fund",Website,"Investment name","Investment type","Start date","End date","Instrument currency","USD Amount","Project number",Sector,"Sub sector",Region,Country,Domicile,"Environmental and social risk","Our Investment","Environmental and social summary",What,"How Primary","How Secondary","Who Stakeholder 1","Who Geography 1","Who Characteristics 1","Who Stakeholder 2","Who Geography 2","Who Characteristics 2","Who Stakeholder 3","Who Geography 3","Who Characteristics 3",Scale,Depth/Duration,Gridscore,Contribution/Additionality,"Risk 1","Risk comment 1","Risk 2","Risk comment 2","Risk 3","Risk comment 3","Sustainable Development Goals","Impact Achieved","Impact Score","Expected impact","2X Gender Finance","2X Gender Finance Percentage","2X Sector","2X Country","Climate Finance status","Climate Finance Percentage","Climate Finance type","Climate Finance Total","Climate Finance Adaptation Enabling","Climate Finance Adaptation Adapted","Climate Finance Mitigation","Climate Finance Dual","Climate Finance Percentage Adaptation Enabling","Climate Finance Percentage Adaptation Adapted","Climate Finance Percentage Mitigation","Climate Finance Percentage Dual","Fossil Fuel or Renewable Exposure","Primary Energy type","Energy value chain","Entrepreneurship Founder","Entrepreneurship Founder threshold","Entrepreneurship Owner","Entrepreneurship Owner threshold","Leadership Board of Directors Investment Committee","Leadership Board of Directors Investment Committee threshold","Leadership Senior Management","Leadership Senior Management threshold",Employment,"Employment threshold","Indirect Portfolio","Indirect Portfolio threshold","Governance and accountability","Supply chain","Product and services","Product and services threshold","First disclosed date","Investment policy","Last updated",Status
F759,"Insitor Impact Asia Fund Private Limited","The Insitor Impact Asia Fund invests in early-stage companies in Myanmar, Cambodia, India and Pakistan that improve access to basic goods and services for low-income communities.",https://www.swissasia-group.com/,"Investment 02",Fund,04/12/2015,,USD,10000000.0000,D227,"Business and consumer services, Construction and real estate, Education, Financial services, Food and agriculture, Health, Infrastructure, Technology and telecoms",,"South Asia, Southeast Asia","Cambodia, Global, India, Myanmar, Pakistan",Singapore,,"CDC’s Impact Fund committed a total of $15 million to Insitor Impact Asia Fund, bringing the total fund size to $33 million. The remaining $18m was raised from private investors.","We have worked closely with the fund manager to develop and implement an ESMS for this first-time fund.",,,,,,,,,,,,,,,,,,,,,,,,,,"Lack of early-stage capital is a key barrier to the growth of early-stage businesses in Insitor’s target geographies, especially Pakistan and Myanmar.  Our investment enables Insitor to back promising businesses that provide essential goods and services to low-income households in sectors such as education, agriculture, energy, water, healthcare, and financial services where there is a large, unmet demand.   Insitor’s first investment was in EduBridge, a company that provides low-cost education and training to transform the lives of unemployed youth in rural and semi-urban areas of India.   The funds were used to expand EduBridge’s operations to the states of Gujarat, Odisha, Jharkhand and Bihar, and to strengthen its operations.  Insitor has also invested in Delhi-based Aviom India Housing Finance, which provides affordable housing loans to low-income individuals and families.  In addition to providing capital, the fund manager provides investee companies with the hands-on support they need to scale up.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catalyst,,01/06/2025,Active
F759,"Insitor Impact Asia Fund Private Limited","The Insitor Impact Asia Fund invests in early-stage companies in Myanmar, Cambodia, India and Pakistan that improve access to basic goods and services for low-income communities.",https://www.swissasia-group.com/,"Investment 01",Fund,29/07/2017,,USD,5000000.0000,D2649,"Business and consumer services, Construction and real estate, Education, Financial services, Food and agriculture, Health, Infrastructure, Technology and telecoms",,"South Asia, Southeast Asia","Cambodia, Global, India, Myanmar, Pakistan",Singapore,,"CDC’s Impact Fund committed a total of $15 million to Insitor Impact Asia Fund, bringing the total fund size to $33 million. The remaining $18m was raised from private investors.","We have worked closely with the fund manager to develop and implement an ESMS for this first-time fund.",,,,,,,,,,,,,,,,,,,,,,,,,,"Lack of early-stage capital is a key barrier to the growth of early-stage businesses in Insitor’s target geographies, especially Pakistan and Myanmar.  Our investment enables Insitor to back promising businesses that provide essential goods and services to low-income households in sectors such as education, agriculture, energy, water, healthcare, and financial services where there is a large, unmet demand.   Insitor’s first investment was in EduBridge, a company that provides low-cost education and training to transform the lives of unemployed youth in rural and semi-urban areas of India.   The funds were used to expand EduBridge’s operations to the states of Gujarat, Odisha, Jharkhand and Bihar, and to strengthen its operations.  Insitor has also invested in Delhi-based Aviom India Housing Finance, which provides affordable housing loans to low-income individuals and families.  In addition to providing capital, the fund manager provides investee companies with the hands-on support they need to scale up.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catalyst,,01/06/2025,Active
F28,"Interact Climate Change Facility (ICCF)",,https://www.edfi.eu/facility/efp/,"Investment 01",Fund,20/12/2010,,EUR,32588250.0000,D25,Infrastructure,,"Rest of the World","Cote d'Ivoire, Ghana, Honduras, India, Kenya, Mongolia, Pakistan, Turkey, Uganda",Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F28,"Interact Climate Change Facility (ICCF)",,https://www.edfi.eu/facility/efp/,"Investment 02",Fund,17/05/2013,,EUR,29495615.3700,D25,Infrastructure,,"Rest of the World","Cote d'Ivoire, Ghana, Honduras, India, Kenya, Mongolia, Pakistan, Turkey, Uganda",Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F765,"International Asset Reconstruction Fund 1 Trust","This is a distressed asset fund investing in India.",,"Investment 01",Fund,25/03/2011,,INR,10000000.0000,D229,,,Asia,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F1948,"Kotak India Affordable Housing Fund I","Managed account focusing on affordable housing in Category A states",http://www.privateequityfund.kotak.com/,"Investment 01",Fund,03/08/2018,,INR,50000000.0000,D2103,"Construction and real estate",,"South Asia",India,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This investment is expected to support the availability of commercial real estate in undersupplied markets in Sub-Saharan Africa, as well as generating a large number of local construction jobs and supporting capacity building within the real estate sector.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F812,"Kotak India Private Equity Fund III","Kotak India Private Equity Fund III focuses on investments in mid-sized high-growth firms in the pharmaceutical, life sciences, healthcare, consumer, technology and financial services sectors.",https://www.kotak.com/en/kotak-international-business.html,"Investment 01",Fund,21/03/2016,,USD,40000000.0000,D239,Health,,"South Asia",India,Mauritius,,"In 2016, CDC invested $40 million in Kotak India Private Equity Fund III. Our investment provides much-needed growth capital for India's mid-sized firms in the healthcare sectors.","We work closely with the fund manager to improve its existing ESMS, including delivering an action plan.",,,,,,,,,,,,,,,,,,,,,,,,,,"Many of India's small and medium-sized businesses struggle to raise the finance they need to expand beyond their local markets.  Our investment enables the fund manager to invest in Indian entrepreneurs and teams at emerging businesses which have the potential for regional or national growth.  This helps foster the country’s next generation of successful enterprises, create direct and indirect jobs, and generate broader economic growth. In addition to growth capital, the fund manager provides managerial, technical and operational know-how to investee companies. Predecessor funds have invested in healthcare provider Manipal Hospitals, pharmaceutical company Rubicon, and aerospace manufacturer, Mahindra Aerospace.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F813,"Kotak India Private Equity Fund Limited","Mid cap fund investing in India",https://www.kotak.com/en/kotak-international-business.html,"Investment 01",Fund,14/01/2009,,USD,35000000.0000,D240,"Business and consumer services, Financial services, Health, Infrastructure, Manufacturing, Technology and telecoms",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F814,"Kotak India Realty Fund","A real-estate fund investing in India.",https://www.kotak.com/en/kotak-international-business.html,"Investment 01",Fund,11/09/2007,,USD,50000000.0000,D241,"Business and consumer services, Construction and real estate",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F832,"Leapfrog Financial Inclusion Fund II","The Leapfrog Financial Inclusion Fund II invests in companies in Africa and South Asia that offer insurance, savings, pensions and other investment products to millions of consumers.",http://www.leapfroginvest.com/,"Investment 01",Fund,30/08/2013,,USD,25000000.0000,D244,"Financial services, Technology and telecoms",,"Rest of the World","Ghana, India, Indonesia, Kenya, Nigeria, South Africa, Sri Lanka, Thailand, USA",Mauritius,,"CDC committed $25 million to the Leapfrog Fund II in 2013. The fund makes significant minority investments in portfolio companies, with most investments in the $10 million to $25 million range, but with the potential to provide up to $50 million. The fund manager is targeting a total fund size of $400 million.  Our investment is helping the fund manager to provide financial services to up to 50 million customers in developing countries.","The fund manager has a well-established approach to environmental and social management and we will continue to support and monitor its approach as the portfolio grows.",,,,,,,,,,,,,,,,,,,,,,,,,,"Across the African continent, over 60 per cent of the population live in countries where financial services for ordinary consumers is either entirely absent or reaches less than 1 per cent of the population.  The Leapfrog Fund gives millions of low-income and financially excluded consumers in Africa and South Asia access to new financial services such as insurance, savings and pensions. By broadening the range of financial services available to poor consumers, the aim is to help them plan for the future more effectively.  To date, the companies in which Leapfrog has invested have provided financial services to over 25 million people across 13 countries.   The firm has partnered with companies such as Mahindra IBL in India, ARM Life in Nigeria and Apollo IL in Kenya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F833,"Legend Capital Fund IV","This is a venture capital fund focused on China.",,"Investment 01",Fund,15/04/2008,,USD,10000000.0000,D245,"Business and consumer services, Food and agriculture, Health, Infrastructure, Manufacturing, Technology and telecoms",,"Rest of the World","China, India","Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
